code,grades,level,address,c_s_z,phone,fax,website
16905,PK - KF,Other,,,,,
16997,PK - 12,Other,,,,,
16999,PK - 12,Other,,,,,
17106,KF - 05,Elementary,270 River Road,"Lincoln, RI  02865",(401) 725-4200 ,(401) 722-0920 ,www.lincolnps.org/lonsdaleelementary/
17110,09 - 12,Secondary,135 Old River Road,"Lincoln, RI  02865",(401) 334-7500 ,(401) 334-8753 ,www.lincolnlions.org/
17113,PK - 05,PK-3/Elementary,315 New River Road,"Manville, RI  02838",(401) 769-0261 ,(401) 765-0530 ,www.lincolnps.org/northernelementary/
17190,PK - 12,Other,1624 Lonsdale Avenue,"Lincoln, RI  02865",(401) 721-3300 ,(401) 726-1813 ,www.lincolnps.org
17304,KF - KF,PK-3,1 Commerce Street,"Lincoln, RI  02865",,,
17336,KG - 12,Elementary/Secondary,365 River Road,"Lincoln, RI  02865",(401) 781-4380 ,(401) 334-3783 ,
17404, - ,Postsecondary,622 George Washington HighwayLincoln Mall,"Lincoln, RI  02865",(401) 334-2430 ,,www.lincolntech.com
17701,09 - 12,Secondary,50 Jenckes Hill Road,"Lincoln, RI  02865",(401) 728-1500 ,(401) 728-8910 ,www.daviestech.org
17802,,,57 Division Street,"Lincoln, RI  02838",,,
17804,,,365 River Road,"Lincoln, RI  02865",(401) 334-2222 ,(401) 334-3783 ,
17832,,,45 Industrial RoadSuite 100,"Cumberland, RI  02864",(401) 334-0100 X238,(401) 335-4545 ,
178A1,,,26 Breakneck Hill Road,"Lincoln, RI  02865",,,
178A3,,,221 Cobble Hill Road,"Lincoln, RI  02865",(401) 722-3363 ,,
178A6,,,6 Wake Robin Road,"Lincoln, RI  02865",(401) 243-5333 ,,
178A8,,,1081 Great Road,"Lincoln, RI  02865",(401) 725-0773 ,,
17900,PK - 12,Other,,,,,
17997,PK - 12,Other,,,,,
17999,PK - 12,Other,,,,,
18101,KF - 08,Elementary,28 Commons,"Little Compton, RI  02837",(401) 635-2351 ,(401) 635-9596 ,www.lcsd.k12.ri.us
18301,PK - PK,PK Only,One Commons RoadUnited Congregational Church,"Little Compton, RI  02837",(401) 635-2954 ,,
18831,,,502 Bedford Street,"Fall River, MA  02720",(508) 676-8251 ,(508) 677-0888 ,
18900,PK - 12,Other,,,,,
18997,PK - 12,Other,,,,,
18999,PK - 12,Other,,,,,
19106,PK - 03,PK-3/Elementary,70 Reservoir Avenue,"Middletown, RI  02842",(401) 847-4921 ,(401) 846-7010 ,www.ri.net/middletown/aquidneck/index.html
19111,09 - 12,Secondary,130 Valley Road,"Middletown, RI  02842",(401) 846-7250 ,(401) 849-7170 ,www.mpsri.net/mhs
19117,04 - 04,Elementary,1113 Aquidneck Ave.,"Middletown, RI  02842",(401) 846-6395 ,(401) 847-7580 ,www.ri.net/middletown/gaudet/index.html
19201,PF - 08,Elementary,915 West Main Road,"Middletown, RI  02842",(401) 848-4300 ,(401) 848-5587 ,www.allsaintsacademy.org
19304,PK - KG,PK-3/Elementary,33 Mitchells Lane,"Middletown, RI  02842",(401) 847-8879 ,,
19307,PK - KF,Elementary,146 Aquidneck Avenue,"Middletown, RI  02842",(401) 847-0685 ,,
19328,PK - KG,PK-3/Elementary,70 Corporate Place,"Middletown, RI  02842",(401) 846-1888 ,,
19801,,,915 West Main Road,"Middletown, RI  02842",(401) 848-4300 ,(401) 848-5587 ,
198A0,,,470 East Main Road,"Middletown, RI  02842",(401) 849-2300 ,(401) 841-8841 ,
198A2,,,375 Forest Avenue,"Middletown, RI  02842",(401) 849-2300 ,(401) 841-8841 ,
198A4,,,181 Maple Avenue,"Middletown, RI  02842",(401) 845-8903 ,,
198A6,,,201 Forest Avenue,"Middletown, RI  02842",(401) 847-2777 ,,
198A8,,,654 Green End Avenue,"Middletown, RI  02842",(401) 846-5454 ,,
198B0,,,West Main Road,"Middletown, RI  02842",,,
198B2,,,1297 Bushnell Street,"Middletown, RI  02842",,,
198B4,,,740 West Main Road,"Middletown, RI  02842",,,
198B6,,,Wellington Avenue,"Newport, RI  02840",(401) 847-2100 ,,www.npsri.net
19901,PK - PK,Other,,,,,
19904,12 - 12,Other,438 East Main Road,"Middletown, RI  02842",(401) 847-0960 ,(401) 849-0290 ,
19990,PK - 12,Other,,,,,
19998,PK - 12,Other,,,,,
20,PK - 12,,25 Fifth Avenue ,"Narragansett, RI  02882",(401) 792-9450 ,(401) 792-9439 ,www.narragansett.k12.ri.us/
20103,05 - 08,Middle,235 South Pier Road,"Narragansett, RI  02882",(401) 792-9430 ,(401) 792-9436 ,www.narragansett.k12.ri.us/NPS/
20190,PK - 12,Other,25 Fifth Avenue,"Narragansett, RI  02882",(401) 792-9450 ,(401) 792-9439 ,www.narragansett.k12.ri.us/
20332,07 - 12,Secondary,635 Ocean Road,"Narragansett, RI  02882",(401) 789-1016 ,(401) 788-0924 ,
20803,,,45 Pleasant Avenue,"Narragansett, RI  02882",(401) 783-9282 ,,
208A1,,,55 Mumford Road,"Narragansett, RI  02882",,,
208A3,,,235 South Pier Road,"Narragansett, RI  02882",(401) 783-9282 ,,
20901, - ,Other,,,,,
20990,PK - 12,Other,,,,,
20998,PK - 12,Other,,,,,
21,PK - 12,,15 Wickham Road ,"Newport, RI  02840-4232",(401) 847-2100 ,(401) 849-0170 ,www.npsri.net
21106,05 - 08,Middle,55 Broadway,"Newport, RI  02840-2799",(401) 847-1493 ,(401) 849-3426 ,www.npsri.net/tms
21111,09 - 12,Secondary,15 Wickham Road,"Newport, RI  02840-4232",(401) 847-6235 ,(401) 849-3295 ,www.npsri.net/rhs
21190,PK - 12,Other,15 Wickham Road,"Newport, RI  02840-4232",(401) 847-2100 ,(401) 849-0170 ,www.npsri.net
21304,PK - 08,PK-12,180 Rhode Island Avenue,"Newport, RI  02840",(401) 849-5970 ,(401) 849-7890 ,www.stmichaelscountryday.org
21339,PK - KG,PK Only,8 John Chafee Blvd,"Newport, RI  02840",(401) 367-2001 ,,
21501, - ,Postsecondary,100 Ochre Point Avenue,"Newport, RI  02840",(401) 341-2337 ,(401) 847-4150 ,www.salve.edu
21503, - ,Postsecondary,One John H. Chafee Blvd.,"Newport, RI  02840-1096",(401) 851-1600 ,(401) 851-1662 ,www.ccri.edu
21802,,,120 Hillside Avenue,"Newport, RI  02840",(401) 846-3518 ,(401) 847-9459 ,
21804,,,435 Broadway,"Newport, RI  02840",,,
21806,,,,,,,
21808,,,,,,,
21831,,,31 John Clarke Road,"Middletown, RI  02842",(401) 849-2300 ,,
21836,,,19 Broadway,"Newport, RI  02840",(401) 846-5454 ,,
21840,,,1121 Meyerkord Avenue,"Newport, RI  02841",(401) 841-4562 ,,
21842,,,15 Wickham Road ,"Newport, RI  02810",(401) 847-2100 ,,www.newportrischools.org
218A1,,,31 Bliss Road,"Newport, RI  02840",(401) 849-2300 ,(401) 841-8841 ,
218A3,,,77 Coggeshall Avenue,"Newport, RI  02840",(401) 849-2300 ,(401) 841-8841 ,
218A5,,,5 Everett Street,"Newport, RI  02840",(401) 849-2300 ,(401) 841-8841 ,
218A7,,,120 Girard Avenue,"Newport, RI  02840",(401) 849-2300 ,(401) 841-8841 ,
218A9,,,Carroll Avenue,"Newport, RI  02840",(401) 846-2266 ,,
218B2,,,Kay Street,"Newport, RI  02840",,,
218B4,,,Hillside Avenue,"Newport, RI  02840",,,
218B6,,,24 School Street,"Newport, RI  02840",(401) 849-2300 ,,
218B8,,,1 York StreetFlorence Gray Center,"Newport, RI  02840",(401) 847-4592 ,,
218C0,,,One York Street,"Newport, RI  02840",(401) 849-7711 ,(401) 846-5703 ,
218C2,,,20 Dr. Marcus F Wheatland Blvd,"Newport, RI  02840",,,
218C4,,,20 Dr. Marcus F Wheatland Blvd,"Newport, RI  02840",,,
218C6,,,31 John Clarke Rd.,"Middletown, RI  02842",(401) 848-4102 ,,
218C8,,,38 Dr. Marcus Wheatland Blvd,"Newport, RI  02840",,,
218D0,,,90 Harrison Avenue,"Newport, RI  02840",(401) 847-2100 ,,
218D2,,,130 Van Zandt Avenue ,"Newport, RI  02840",,,
218D4,,,55 Broadway,"Newport, RI  02840",,,
218D6,,,55 Broadway,"Newport, RI  02840",(401) 848-5923 ,(401) 849-3426 ,
21900,PK - 12,Other,,,,,
21902, - ,Other,19  Broadway,"Newport, RI  02840",(401) 848-6697 ,,
21990,PK - 12,Other,,,,,
21997,PK - 12,Other,,,,,
21999,06 - 12,Other,,,,,
22101,KF - 12,Elementary/Secondary,High Street,"Block Island, RI  02807-1890",(401) 466-5600 ,(401) 466-5610 ,blockislandschool.net
22301,PK - PK,PK Only,91 Chapel Street,"Block Island, RI  02807",(401) 466-9695 ,,
22990,PK - 12,Other,,,,,
22998,PK - 12,Other,,,,,
23,PK - 12,,100 Romano Vineyard WaySte. 120,"North Kingstown, RI  02852",(401) 268-6403 ,(401) 268-6405 ,www.nksd.net
23108,09 - 12,Secondary,150 Fairway Drive,"North Kingstown, RI  02852",(401) 268-6236 ,(401) 268-6210 ,http://www.edlinesites.net/pages/North_Kingstown_Sr__High
23110,KF - 05,Elementary,50 Woodlawn Drive,"North Kingstown, RI  02852",(401) 541-6380 ,(401) 541-6390 ,www2.nksd.net/education/school/school.php?sectionid=9
23112,06 - 08,Middle,200 School Street,"North Kingstown, RI  02852",(401) 541-6300 ,(401) 541-6310 ,www2.nksd.net/education/school/school.php?sectionid=7
23114,KF - 05,Elementary,825 Stony Lane,"North Kingstown, RI  02852",(401) 268-6540 ,(401) 268-6550 ,www2.nksd.net/education/school/school.php?sectionid=14
23301,PK - PK,PK Only,690 Boston Neck Road,"North Kingstown, RI  02852",(401) 294-5840 ,,
23304,KG - 08,Elementary/Middle,"1130 Ten Rod Road Building B, Suite 101","North Kingstown, RI  02852",(401) 294-8181 ,(401) 294-7773 ,
23324,PK - PK,PK Only,445 School StreetPO Box 493,"North Kingstown, RI  02852",(401) 884-8966 ,,
23331,PK - 03,PK-3/Elementary,1239 Tower Hill Road,"North Kingstown, RI  02852",(401) 294-3575 ,(401) 295-8444 ,
23337,PK - KG,PK-3/Elementary,7525 Post Road,"North Kingstown, RI  02852",(401) 667-2575 ,,
23830,,,11 Iafrate Way,"North Kingstown, RI  02852",(401) 294-3510 ,,
238A0,,,646 Camp Avenue,"North Kingstown, RI  02852",(401) 295-2888 ,,
238A2,,,7540 Post Road,"North Kingstown, RI  02852",(401) 295-6501 ,,
238A5,,,34 Navy Drive,"North Kingstown, RI  02852",,,
238A7,,,200 School Street,"North Kingstown, RI  02852",(401) 541-6354 ,(401) 541-6310 ,
238A9,,,415 Tower Hill Road,"North Kingstown, RI  02852",,,
238B1,,,50 East Court,"North Kingstown, RI  02852",(401) 268-6514 ,,
238B3,,,4094 Quaker Lane,"North Kingstown, RI  02852",(401) 334-0100 ,,
23902,09 - 12,Other,1130 Ten Rod RoadBuilding B101,"North Kingstown, RI  02852",(401) 294-3990 ,,
23904,KG - 12,Other,50 East Court,"North Kingstown, RI  02852",(401) 541-6352 ,,
23990,PK - 12,Other,,,,,
23998,PK - 12,Other,,,,,
24,PK - 12,,2240 Mineral Spring Avenue ,"North Providence, RI  02911",(401) 233-1100 ,(401) 233-1106 ,http://npsd.k12.ri.us/
24105,09 - 12,Secondary,1828 Mineral Spring Avenue,"North Providence, RI  02904",(401) 233-1150 ,(401) 233-1166 ,www.northprovidencehighschool.net/
24107,KG - 05,Elementary,55 Central Avenue,"North Providence, RI  02911",(401) 233-1135 ,(401) 232-5408 ,npsd.k12.ri.us/mcguire/
24109,PK - 05,PK-3/Elementary,41 Angell Avenue,"North Providence, RI  02911",(401) 233-1145 ,(401) 232-5279 ,npsd.k12.ri.us/centredale/
24111,06 - 08,Middle,51 Intervale Avenue,"North Providence, RI  02911",(401) 233-1170 ,(401) 232-5421 ,npsd.k12.ri.us/ricci/
24190,PK - 12,Other,2240 Mineral Spring Avenue,"North Providence, RI  02911",(401) 233-1100 ,(401) 233-1106 ,www.npsd.k12.ri.us
24305,01 - 12,Elementary/Secondary,420 Fruit Hill Avenue,"North Providence, RI  02911",(401) 353-3900 ,(401) 353-0984 ,www.smhfc.org
24802,,,Douglas Pike,"North Providence, RI  02904",(401) 232-0864 ,,
24804,,,945 Charles Street,"North Providence, RI  02904",,,
24806,,,1 Falco Street,"North Providence, RI  02911",(401) 231-7979 ,,
24835,,,399 Fruit Hill Avenue,"North Providence, RI  02911",(401) 353-5805 ,,
248A1,,,55 Central Avenue,"North Providence, RI  02911",(401) 233-0864 ,,
248A3,,,2204 Mineral Spring Avenue,"North Providence, RI  02911",(401) 351-2750 ,,
248A5,,,33 Maple Avenue,"North Providence, RI  02911",(401) 444-0768 ,(401) 444-0757 ,
248A7,,,1 Falco Street,"North Providence, RI  02911",,,
248A9,,,1440 Mineral Spring Ave.,"North Providence, RI  02984",(401) 723-2277 ,,
24900,PK - 12,Other,,,,,
24990,PK - 12,Other,,,,,
24998,PK - 12,Other,,,,,
25,PK - 12,,83 Greene StreetPO Box 72 ,"Slatersville, RI  02876",(401) 769-5492 ,(401) 769-5493 ,www.northsmithfieldschools.com
25108,09 - 12,Secondary,412 Greenville Road,"North Smithfield, RI  02896",(401) 766-2500 ,(401) 765-8629 ,http://nshs.northsmithfieldschools.com/
25110,PK - 03,PK-3/Elementary,2214 Providence Pike,"North Smithfield, RI  02896",(401) 765-2260 ,(401) 765-8665 ,nses.northsmithfieldschools.com/
25302,PK - PF,PK-3/Elementary,621 Pound Hill Road,"North Smithfield, RI  02896",,,
258A0,,,279 Douglas Pike,"North Smithfield, RI  02876",(401) 766-0331 ,(401) 769-7421 ,
258A2,,,621 Pound Hill Road,"North Smithfield, RI  02896",(401) 356-0444 ,(401) 356-4555 ,
258A4,,,322 Eddie Dowling HWY,"North Smithfield, RI  02896",,,
25990,PK - 12,Other,,,,,
25998,PK - 12,Other,,,,,
26,PK - 12,,286 Main Street ,"Pawtucket, RI  02860",(401) 729-6300 ,(401) 727-1641 ,www.psdri.net
26105,09 - 12,Secondary,150 Exchange Street,"Pawtucket, RI  02860",(401) 729-6400 ,(401) 729-6407 ,pawtucket.tolman.schooldesk.net/
26107,06 - 08,Middle,974 Newport Avenue,"Pawtucket, RI  02861",(401) 729-6500 ,(401) 721-2105 ,pawtucket.goff.schooldesk.net/
26110,KF - 05,Elementary,973 Newport Avenue,"Pawtucket, RI  02861",(401) 729-6250 ,(401) 729-6337 ,pawtucket.burns.schooldesk.net/
26113,PF - 05,Elementary,62 Lincoln Avenue,"Pawtucket, RI  02861",(401) 729-6254 ,(401) 729-6306 ,pawtucket.fallon.schooldesk.net/
26116,KF - 05,Elementary,466 Cottage Street            ,"Pawtucket, RI  02861",(401) 729-6258 ,(401) 729-6535 ,pawtucket.mccabe.schooldesk.net/
26119,KF - 05,Elementary,481 Broadway,"Pawtucket, RI  02860",(401) 729-6272 ,(401) 729-6414 ,pawtucket.winters.schooldesk.net/
26121,KF - 05,Elementary,40 Baldwin Street,"Pawtucket, RI  02860",(401) 729-6262 ,(401) 729-9201 ,pawtucket.cunningham.schooldesk.net/
26125,KF - 06,Elementary,486 Pleasant Street,"Pawtucket, RI  02860",(401) 729-6266 ,(401) 729-6544 ,pawtucket.varieur.schooldesk.net/
26203,PK - 08,PK-3/Elementary,755 Central Avenue,"Pawtucket, RI  02861",(401) 723-9463 ,(401) 722-1444 ,www.scsri.org
26211,PK - 08,Elementary,140 Woodhaven Road,"Pawtucket, RI  02861",(401) 726-1414 ,(401) 722-6998 ,www.stspawtucket.com
26308,PK - PK,PK Only,333 Roosevelt Avenue,"Pawtucket, RI  02860",(401) 727-7050 ,,
26327,PK - KG,PK-3/Elementary,514 Smithfield Avenue,"Pawtucket, RI  02860",(401) 728-4470 ,,
26329,PK - PK,PK Only,178 East Street,"Pawtucket, RI  02860",(401) 728-3050 ,,
26334,,,500 Prospect Street,"Pawtucket, RI  02860",(401) 725-0370 ,,
26339,PK - PF,PK-3/Elementary,301 Concord Street,"Pawtucket, RI  02860",,,
26404, - ,Postsecondary,101 Main Street               ,"Pawtucket, RI  02860-4117",(401) 272-8400 ,, 
26424, - ,Postsecondary,222-226 Main Street,"Pawtucket, RI  02860-5829",(401) 725-6882 ,, 
26602,09 - 12,Secondary,334 Pleasant Street,"Pawtucket, RI  02860",(401) 726-1750 ,(401) 726-1753 ,www.blackstoneacademy.org
26802,,,5 Kids Way,"Pawtucket, RI  02860",(401) 728-1030 ,,
26804,,,15 Gates Street,"Pawtucket, RI  02861",(401) 722-4626 ,(401) 727-2967 ,
26807,,,855 Newport Avenue,"Pawtucket, RI  02860",(401) 726-2160 ,,
26810,,,203 Concord StreetSuite 301,"Pawtucket, RI  02860",(401) 723-2277 ,,
26812,,,91 Cottage street,"Pawtucket, RI  02861",,,
26832,,,1 Moeller Place,"Pawtucket, RI  02860",,,
26834,,,660 Roosevelt Avenue,"Pawtucket, RI  02860",(401) 729-8794 ,,
26836,,,660 Roosevelt Avenue,"Pawtucket, RI  02860",(401) 727-7050 ,,
26840,,,203 Concord StreetSuite 301,"Pawtucket, RI  02860",(401) 723-2277 ,,
26842,,,"621 Pound Hill Road, Suite 107","North Smthfield, RI  02896",(401) 356-0444 ,(401) 356-4555 ,
26872,,,Slater Park Office,"Pawtucket, RI  02861",,,
26874,,,286 Main Street,"Pawtucket, RI  02860",(401) 729-6315 ,,
26876,,,175 Beverage Hill Avenue,"Pawtucket, RI  02960",,,
268A1,,,70 East Street,"Cranston, RI  02920",,,
268A3,,,330 Prospect Street,"Pawtucket, RI  02860",(401) 728-1030 ,,
268A5,,,151 Ridge Street,"Pawtucket, RI  02960",(401) 725-8453 ,,
268A7,,,131 School Street,"Pawtucket, RI  02860",(401) 728-9940 ,,
268A9,,,210 Main Street,"Pawtucket, RI  ",,,
268B1,,,249 Roosevelt Avenue,"Pawtucket, RI  02860",(401) 722-3513 ,,
268B3,,,483 Weeden Street,"Pawtucket, RI  02860",(401) 727-4274 ,,
268B5,,,Smithfield Avenue,"Pawtucket, RI  02860",(401) 728-0500 ,,
268B7,,,Newport Avenue,"Pawtucket, RI  ",(401) 728-0500 ,,
268B9,,,Johnson Street,"Pawtucket, RI  02860",(401) 728-0500 ,,
268C1,,,210 West Avenue,"Pawtucket, RI  02860",(401) 725-0450 ,,
268C3,,,172 Exchange Street,"Pawtucket, RI  02860",(401) 721-2147 ,,
268C5,,,13 Legion Drive,"Pawtucket, RI  02860",(401) 724-2420 ,,
268C7,,,855 Newport Avenue,"Pawtucket, RI  02861",(401) 726-2160 ,,
268C9,,,203 Concord Street,"Pawtucket, RI  02860",(401) 726-1328 ,,
268D1,,,1080 Newport Avenue,"Pawtucket, RI  02861",(401) 729-0489 ,,
268D3,,,1 Moeller Place,"Pawtucket, RI  02860",(401) 722-8840 ,,
268D5,,,582 Benefit Street,"Pawtucket, RI  02861",(401) 729-6252 ,,
268D7,,,35 Star Street,"Pawtucket, RI  ",(401) 365-1274 ,,
268D9,,,Andy Ferland Way,"Pawtucket, RI  02860",(401) 728-0500 ,(401) 724-0425 ,
268E1,,,"301 Concord Street, Suite 301","Pawtucket, RI  02860",,,
268E3,,,122 Benefit Street,"Pawtucket, RI  02861",(401) 263-8492 ,,
268E5,,,401 Concord Street,"Pawtucket, RI  02860",(401) 632-5326 ,,
268E7,,,150 Fuller Ave.,"Central Falls, RI  02863",,,
268E9,,,13 Summer Street,"Pawtucket, RI  02860",(401) 725-3714 ,,
268F1,,,333 Roosevelt Avenue,"Pawtucket, RI  02860",,,
268F3,,,210 Dexter St,"Pawtucket, RI  02680",(401) 726-0049 ,,www.lorislittlelambs.net
268F5,,,268 Pawtucket Ave,"Rumford, RI  02916",,,
268F7,,,50 Whitman Street ,"Pawtucket, RI  02860",,,
26900,PK - 12,Other,,,,,
26902,KG - 12,Other,142 Cottage Street,"Pawtucket, RI  02860",(401) 475-8009 ,,
26904,PK - KG,Other,13 Legion Drive,"Pawtucket, RI  02860-3406",,,
26906,12 - 12,Other,25 Esten St,"Pawtucket, RI  02860",,,
26990,PK - 12,Other,,,,,
26998,PK - 12,Other,,,,,
27,PK - 12,,29 Middle Road ,"Portsmouth, RI  02871",(401) 683-1039 ,(401) 683-5204 ,www.portsmouthschoolsri.net
27106,09 - 12,Secondary,120 Education Lane,"Portsmouth, RI  02871",(401) 683-2124 ,(401) 683-1096 ,www.portsmouthschoolsri.net/education/school/school.php?sectiondetailid=2769&linkid;=nav-menu-
27112,04 - 08,Middle,125 Jepson Lane,"Portsmouth, RI  02871",(401) 849-3700 ,(401) 841-8420 ,www.portsmouthschoolsri.net/education/school/school.php?sectiondetailid=75&linkid;=nav-menu-co
27202,PK - 08,Elementary,324 Cory's Lane,"Portsmouth, RI  02871",(401) 683-0268 ,(401) 683-6554 ,www.saintphilomena.org
27302,KG - 12,Elementary/Secondary,2820 East Main Road,"Portsmouth, RI  02871",(401) 682-1816 ,(401) 682-1823 ,
27305,PK - PK,PK Only,324 East Main Road,"Portsmouth, RI  02871",(401) 849-0512 ,,
27325,PK - PK,PK Only,2732 East Main RoadPO Box 86,"Portsmouth, RI  02871",(401) 683-0470 ,,
27802,,,2836 East Main Road           ,"Portsmouth, RI  02871",(401) 682-1816 ,, 
278A0,,,81 Bristol Ferry Road,"Portsmouth, RI  02871",(401) 849-2300 ,(401) 841-8841 ,
278A2,,,74 Flanagan Road,"Portsmouth, RI  02871",(401) 683-9870 ,(401) 683-6085 ,
278A4,,,103 Flanagan Road,"Portsmouth, RI  02871",(401) 683-9870 ,(401) 683-6085 ,
27900,PK - 12,Other,,,,,
27903, - ,Ungraded,934 East Main Road,"Portsmouth, RI  02871",,,
27905,PK - KF,Other,1676 East Main Road,"Portsmouth, RI  02871",(401) 683-0991 ,,
27990,PK - 12,Other,,,,,
27998,PK - 12,Other,,,,,
28,PK - 12,,797 Westminster Street ,"Providence, RI  02903",(401) 456-9211 ,(401) 456-9252 ,providenceschools.org
28106,KF - 01,Elementary,240 Laban Street,"Providence, RI  02909",(401) 456-1783 ,(401) 456-1785 ,providenceschools.org/elementary-schools/frank-spaziano--annex
28115,PK - 04,Elementary,1655 Westminster Street,"Providence, RI  02909",(401) 456-9401 ,(401) 456-9486 ,providenceschools.org/elementary-schools/messer
28121,02 - 05,Elementary,222 Daboll Street,"Providence, RI  02907",(401) 278-0504 ,(401) 278-0506 ,providenceschools.org/elementary-schools/lima
28127,KF - 05,Elementary,191 Webster Avenue,"Providence, RI  02909",(401) 456-9414 ,(401) 453-8661 ,providenceschools.org/elementary-schools/webster
28134,02 - 05,Elementary,85 Laurel Hill Avenue,"Providence, RI  02909",(401) 456-9389 ,(401) 453-8653 ,providenceschools.org/elementary-schools/frank-spaziano--annex
28137,06 - 08,Middle,480 Charles Street,"Providence, RI  02904",(401) 456-9203 ,(401) 456-9226 ,providenceschools.org/middle-schools/hopkins
28139,09 - 12,Secondary,70 Fricker Street,"Providence, RI  02903",(401) 456-9111 ,(401) 456-9113 ,providenceschools.org/high-schools/central
28142,KF - 05,Elementary,156 Reservoir Avenue,"Providence, RI  02907",(401) 456-9406 ,(401) 453-8657 ,providenceschools.org/elementary-schools/reservoir
28144,06 - 08,Middle,188 Princeton Avenue,"Providence, RI  02907",(401) 456-9341 ,(401) 453-8659 ,providenceschools.org/middle-schools/stuart
28147,06 - 08,Middle,278 Thurbers Avenue,"Providence, RI  02905",(401) 456-9355 ,(401) 453-8631 ,rogerwilliamsmiddleschool.com/
28150,09 - 12,Secondary,434 Mt. Pleasant Avenue,"Providence, RI  02908",(401) 456-9181 ,(401) 453-8655 ,providenceschools.org/high-schools/mount-pleasant
28153,KF - 05,Elementary,60 Kossuth Street,"Providence, RI  02909",(401) 456-9416 ,(401) 453-8647 ,providenceschools.org/elementary-schools/dabate
28157,KF - 05,Elementary,159 Sackett Street,"Providence, RI  02907",(401) 456-9407 ,(401) 453-8658 ,providenceschools.org/elementary-schools/feinstein-at-sackett
28161,KF - 05,Elementary,60 Camden Avenue,"Providence, RI  02908",(401) 456-9369 ,(401) 456-9496 ,providenceschools.org/elementary-schools/kizirian
28163,PK - 05,PK-3/Elementary,35 Camp Street,"Providence, RI  02906",(401) 456-9398 ,(401) 456-9497 ,providenceschools.org/elementary-schools/king
28165,PK - 05,PK-3/Elementary,50 Obediah Brown Road,"Providence, RI  02909",(401) 456-9325 ,(401) 453-8656 ,providenceschools.org/elementary-schools/pleasant-view
28170,KF - 12,Elementary/Secondary,50 Fillmore Street,"Providence, RI  02908",(401) 272-5094 ,(401) 272-0555 ,www.times2.org
28181,PK - 05,PK-3/Elementary,50 Springfield Street,"Providence, RI  02909",(401) 278-0554 ,(401) 278-0556 ,providenceschools.org/elementary-schools/carnevale
