code,type,status,name,dist,config,nces,street1,street2,city,zip,phone,url,p_name,p_title
32329,Pre School (Private School),Active,Village Cooperative Nursery School,,Yes,,981 Kingstown Road,,Peace Dale,02883,4017893830,,Heidi  Driscoll,Director
32338,Pre School (Private School),Active,"Sandcastles Montessori Preschool, LLC",,Yes,,251B Post Road,,Wakefield,02879,4017891965,,Katherine  Vincent,Director
32340,"Independent (PK, Elem/Sec)  (Private School)",Active,Middlebridge School,,,,333 Ocean Rd,,Narragansett,02882,4012262352,,John J. Kaufman,Head of School
32341,Pre School (Private School),Active,Growing Children of RI,,,,1175 South Rd.,,Wakefield,02879,4017891963,www.growingchildrenri.com/,Julie  Solitro,Director
32501,State Colleges and Universities (Higher Education),Active,University of Rhode Island,,No,,Green Hall,35 Campus Avenue,Kingston,02881,4018741000,,David M Dooley,President
32601,Charter School (Public School),Active,Kingston Hill Academy,Kingston Hill Academy,Elementary,440003300225,850 Stony Fort Road,,Saunderstown,02874,4017838282,www.kingstonhill.org,Linda  Paolillo,Superintendent
32900,Home School (Home School),Active,South Kingstown Home Schooling,South Kingstown,No,,,,,,,,,
32901,Special Education (Special Education),Active,Washington County Community Mental Health         ,,No,,Salt Pond Road                ,,,,, ,,
32902,Special Education (Special Education),Active,Dr. Kosseff                                       ,,No,,,,,,,,Kosseff  Kosseff,Principal
32903,Special Education (Special Education),Active,South County Child and Family Services            ,,No,,,,,,,,,
32904,Special Education (Special Education),Active,Delta Consultants                                 ,,No,,,,,,,,,
32905,Special Education (Special Education),Active,So. Kingstown Neighborhood Guild                  ,,No,,,,,,,,,
32906,Special Education (Special Education),Active,South County Community Action Head Start,,No,,,,,,,,,
32907,Special Education (Special Education),Active,ALP Academic Achievement Center,,No,,307 Curtis Corner Road,,Wakefield,02879,4017929652,,Pamela  Thompson,Principal
32908,Special Education (Special Education),Active,Adeline LaPlante Center,,No,,,,,,,,,
32909,Special Education (Special Education),Active,Perspectives - classroom rental for the Deaf,,No,,South Shore School,1157 South Road,Wakefield,02879,4013126553,,James  Simon LICSW,Principal
32910,Special Education (Special Education),Active,Joyful Learning Child Academy,South Kingstown,,,1935 Kingstown Rd.,,Wakefield,02879,4017892244,,,
32911,Special Education (Special Education),Active,"A Place to Grow, Inc.",South Kingstown,,,12 High Street,,Wakefield,02879,4017826100,,,
32912,Special Education (Special Education),Active,Independence Transition Academy,,Yes,,25 West Independence Way,,Kingston,02881,4012841559,hs.skschools.net/Teachers/ITA/,Teresa  Eagan,Director
32913,Alternative Education School (Public School),Active,Education Exchange,,Yes,,33 North Rd C-1,Lily Pads Professional Center,Peacedale,02879,4012843358,,Peggy  Benz,Ex. Director/CEO
32914,Special Education (Special Education),Active,The Goddard School,,Yes,,20 Preservation way,,South Kingstown,02879,4017890300,,,
32990,Special Education (Special Education),Active,Private School - No Assigned Code                 ,South Kingstown,No,,,,,,,,,
32997,Special Education (Special Education),Active,Home Instruction                                  ,South Kingstown,No,,,,,,,,,
32998,Special Education (Special Education),Active,Out-Of-State Placement                            ,South Kingstown,Yes,,,,,,,,,
32999,Special Education (Special Education),Active,Homebound/Hospitalized                            ,South Kingstown,Yes,,,,,,,,,
33105,Public LEA School (Public School),Active,Walter E. Ranger School,Tiverton,Yes,440105000276,278 North Brayton Road,,Tiverton,02878,4016248467,ranger.tivertonschools.org/,Manuel  Cabral,Principal
33106,Public LEA School (Public School),Active,Fort Barton School,Tiverton,Elementary,440105000357,99 Lawton Avenue,,Tiverton,02878,4016246114,fortbarton.tivertonschools.org/,Suzette L. Wordell,Principal
33107,Public LEA School (Public School),Active,Pocasset School,Tiverton,Yes,440105000273,242 Main Road,,Tiverton,02878,4016246654,pocasset.tivertonschools.org/,Deanne  Reilly,Principal
33108,Public LEA School (Public School),Active,Tiverton High School,Tiverton,400224,440105000274,100 North Brayton Road,,Tiverton,02878,4016248494,ths.tivertonschools.org/,Steven  Fezette,Principal
33110,Public LEA School (Public School),Active,Tiverton Middle School,Tiverton,Middle,440105000275,10 Quintal Drive,,Tiverton,02878,4016246668,tms.tivertonschools.org/,Laurie  Dias-Mitchell,Principal
33190,District Admin (Public School),Active,Tiverton Public Schools,Tiverton,Elementary/Middle/High,,100 North Brayton Road,,Tiverton,02878,4016248475,www.tivertonschools.org,William  Rearick,Superintendent
33900,Home School (Home School),Active,Tiverton Home Schooling,Tiverton,No,,,,,,,,,
33901,Special Education (Special Education),Active,Silvia Health Center,,Yes,,Stafford Road,,Tiverton,02878,,,,
33902,Special Education (Special Education),Active,Sakonnet Early Learning Center,,Yes,,752 East Rd,,Tiverton,02878,4016246327,,Deborah M. Raposa,Director
33990,Special Education (Special Education),Active,Private School - No Assigned Code                 ,Tiverton,No,,,,,,,,,
33996,Special Education (Special Education),Active,Tiverton Head Start                               ,,No,,,,,,,,,
33997,Special Education (Special Education),Active,Home Instruction                                  ,Tiverton,No,,,,,,,,,
33998,Special Education (Special Education),Active,Out-Of-State Placement                            ,Tiverton,Yes,,,,,,,,,
33999,Special Education (Special Education),Active,Homebound/Hospitalized                            ,Tiverton,Yes,,,,,,,,,
35040,Program (School Within School) (Public School),Active,Warwick VTA,Warwick,No,,,,,,,,,
35041,Higher Ed Program (Higher Education),Active,CCRI-Knight Campus/SPATE,,No,,,,,,,,,
35042,Higher Ed Program (Higher Education),Active,CCRI-Eng and Tech Prg,,,,,,,,,,,
35101,Public LEA School (Public School),Active,Norwood School,Warwick,Elementary,440111000298,266 Norwood Avenue,,Warwick,02888,4017343525,www.warwickschools.org/Norwood/default.htm,John  Gannon,Principal
35104,Public LEA School (Public School),Active,Oakland Beach Elementary School,Warwick,Yes,440111000299,383 Oakland Beach Avenue,,Warwick,02889,4017343420,www.warwickschools.org/obeach/,Paul  Heatherton,Principal
35114,Public LEA School (Public School),Active,Greenwood School,Warwick,Elementary,440111000291,93 Sharon Street,,Warwick,02886,4017343290,www.warwickschools.org/greenwood/default.htm,Kenneth  Rassler,Principal
35118,Public LEA School (Public School),Active,Aldrich Junior High School,Warwick,Middle,440111000283,789 Post Road,,Warwick,02888,4017343500,www.warwickschools.org/aldrich/default.htm,John  Livsey,Principal
35119,Public LEA School (Public School),Active,Wyman School,Warwick,Elementary,440111000312,1 Columbia Avenue,,Warwick,02888,4017343180,www.warwickschools.org/wyman/default.htm,Ron  Celio,Principal
35120,Public LEA School (Public School),Active,Gorton Junior High School,Warwick,Middle,440111000289,69 Draper Avenue,,Warwick,02889,4017343350,www.warwickschools.org/gorton/default.htm,Jeffrey A Taylor,Principal
35121,Public LEA School (Public School),Active,E. G. Robertson School,Warwick,Elementary,440111000304,70 Nausauket Road,,Warwick,02886,4017343470,www.warwickschools.org/robertson/default.htm,Brian  Dillon,Principal
35123,Public LEA School (Public School),Active,Lippitt School,Warwick,Elementary,440111000296,30 Almy Street,,Warwick,02886,4017343240,www.warwickschools.org/Lippitt/default.htm,Martin  Susla,Principal
35124,Public LEA School (Public School),Active,Randall Holden School,Warwick,Elementary,440111000292,61 Hoxsie Avenue,,Warwick,02889,4017343455,www.warwickschools.org/holden/default.htm,Frank  Ricci,Principal
35125,Public LEA School (Public School),Active,Francis School,Warwick,Elementary,440111000288,325 Miantonomo Drive,,Warwick,02888,4017343340,www.warwickschools.org/francis/default.htm,David  Cluff,Principal
35127,Public LEA School (Public School),Active,Sherman School,Warwick,Elementary,440111000306,120 Killey Avenue,,Warwick,02889,4017343565,www.warwickschools.org/sherman/default.htm,Michelle  Paton,Principal
35128,Public LEA School (Public School),Active,Holliman School,Warwick,Elementary,440111000293,70 Deborah Road,,Warwick,02888,4017343170,www.warwickschools.org/holliman/default.htm,Joseph  Coffey,Principal
35129,Public LEA School (Public School),Active,John Wickes School,Warwick,Elementary,440111000310,50 Child Lane,,Warwick,02886,4017343575,www.warwickschools.org/wickes/default.htm,Roy  Costa,Principal
35130,Public LEA School (Public School),Active,Warwick Veterans Memorial HS,Warwick,400240,440111000309,2401 West Shore Road,,Warwick,02889,4017343200,www.warwickschools.org/vets/default.htm,Gerry Joseph Habershaw M.Ed.,Principal
35131,Public LEA School (Public School),Active,Cedar Hill School,Warwick,Elementary,440111000285,35 Red Chimney Drive,,Warwick,02886,4017343535,www.warwickschools.org/cedarhill/default.htm,Colleen  Mercurio,Principal
35132,Public LEA School (Public School),Active,Park School,Warwick,Elementary,440111000300,40 Asylum Road,,Warwick,02886,4017343690,www.warwickschools.org/park/default.htm,Marilyn  Feeney,Principal
35133,Public LEA School (Public School),Active,Warwick Neck School,Warwick,Elementary,440111000308,155 Rocky Point Avenue,,Warwick,02889,4017343480,www.warwickschools.org/warneck/default.htm,Patricia  Cousineau,Principal
35134,Public LEA School (Public School),Active,Pilgrim High School,Warwick,400239,440111000301,111 Pilgrim Parkway,,Warwick,02888,4017343250,www.warwickschools.org/pilgrim/default.htm,Pamela  Bernardi,Principal
35135,Public LEA School (Public School),Active,Harold F. Scott School,Warwick,Elementary,440111000305,833 Centerville Road,,Warwick,02886,4017343585,www.warwickschools.org/scott/default.htm,Virginia  Bolano,Principal
35136,Public LEA School (Public School),Active,Cottrell F. Hoxsie School,Warwick,Elementary,440111000294,55 Glenwood Drive,,Warwick,02889,4017343555,www.warwickschools.org/Hoxsie/default.htm,Gary  McCoombs,Principal
35137,Public LEA School (Public School),Active,Drum Rock Early Childhood Center,Warwick,Yes,440111000287,575 Centerville Road,,Warwick,02886,4017343490,www.warwickschools.org,Jessica  Hammond,Principal
35138,Public LEA School (Public School),Active,Toll Gate High School,Warwick,400237,440111000307,575 Centerville Road,,Warwick,02886,4017343300,webmail.warwickschools.org/schools/tollgate/index,Steve  Chrabaszcz,Principal
35139,Public LEA School (Public School),Active,Winman Junior High School,Warwick,Middle,440111000311,575 Centerville Road,,Warwick,02886,4017343375,www.warwickschools.org/winman/default.htm,Joanne  Pelletier,Principal
35140,Career Tech (Public School),Active,Warwick Area Career and Technical Center,Warwick,High,440111000462,575 Centerville Road-Bldg. 5,,Warwick,02886,4017343150,www.warwickschools.org,William  McCaffrey,Director
35141,Collaborative (Public School),Active,West Bay Collaborative,West Bay Collaborative,Yes,,144 Bignall Street,,Warwick,02888,4019418353,www.westbaycollaborative.org/,Karen G. Ostroff,Ex. Director
35190,District Admin (Public School),Active,Warwick Public Schools,Warwick,Elementary/Middle/High,,34 Warwick Lake Avenue,,Warwick,02889,4017343100,www.warwickschools.org,"Dr. Philip  Thornton, Ed.D.",Superintendent
35201,Catholic School (Religious School),Active,Bishop Hendricken High School,Catholic Schools,No,,2615 Warwick Avenue,,Warwick,02889,4017393450,www.hendricken.com,"Joseph T Brennan Jr, John  Jackson","Principal, President"
35204,Catholic School (Religious School),Active,St. Kevin School,Catholic Schools,No,,39 Cathedral Road,,Warwick,02889,4017377172,www.saintkevinschool.org,Roger  Parent,Principal
35205,Catholic School (Religious School),Active,St. Peter School                                  ,Catholic Schools,No,,120 Mayfair Road              ,,Warwick,02888,4017819242,www.stpeterschoolri.com,Joan  Sickinger,Principal
35208,Catholic School (Religious School),Active,St. Rose of Lima School,Catholic Schools,No,,200 Brentwood Avenue,,Warwick,02886,4017396937,www.saintroseschool.com,Kimberly  Izzi,Principal
35301,"Independent (PK, Elem/Sec)  (Private School)",Active,Rocky Hill School,,Yes,,530 Ives Road,,East Greenwich,02818,4018849070,www.rockyhill.org,Peter M. Branch,Head of School
35303,Special Education (Special Education),Active,Pathways Strategic Teaching Center,,Yes,,75 Centre of New England Blvd,,Coventry,02816,4016152775,,,
35305,Pre School (Private School),Active,Buttonwoods School for Young Children,,Yes,,311 Buttonwoods Avenue,,Warwick,02886,4017322009,,Linda  Bell,Director
35311,Pre School (Private School),Active,Westbay Community Action Children's Center,Warwick,Yes,,22 Astral Street,,Warwick,02888,4014636620,,Maryann  Finamore,Director
35313,Pre School (Private School),Active,"Little Red Hen Preschool/Kindergarten, Inc.       ",,Yes,,358 Forge Road                , ,Warwick,02818,4018845486, ,Jane Ann Conway,Director
35316,Pre School (Private School),Active,Jack and Jill Learning Center                         ,,Yes,,300 Centerville Road          ,Suite 110                     ,Warwick,02886,4017392934, ,Heidi  Leahy,Director
35318,Pre School (Private School),Active,Progressive Learning for Children,,Yes,,189 Tollgate Road,,Warwick,02886,4017370920,,Ann Marie Parrillo,Director
35319,Pre School (Private School),Active,Precious Angels Child Care Center,,Yes,,20 Jefferson Park Road,,Warwick,02888,4017808885,,Michele E. Petrocelli,Director
